 32 2 32 4 32 0 32 7 32 38 32 38 32 38 32 12 32 4 32 12 32 2 32 4 32 23 32 4 32 4 32 2 32 22 32 22 32 4 32 0 32 12 32 4 32 22 32 18 32 18 32 18 32 4 32 12 32 12 32 4 32 18 32 4 32 12 32 4 32 4 32 4 32 12 32 38 32 36 32 41 32 4 32 4 32 36 32 13 32 13 32 38 32 38 32 36 32 38 32 36
 2 15 2 15 2 15 2 15 2 9 2 9 2 9 2 9 2 23 2 9 2 32 2 23 2 23 2 38 2 23 2 32 2 0 2 23 2 23 2 40 2 9 2 39 2 9 2 9 2 23 2 39 2 40 2 39 2 39 2 40 2 40 2 9 2 40 2 40 2 39 2 39 2 21 2 21 2 21 2 33 2 39 2 48 2 39 2 39 2 39 2 39 2 39 2 48 2 39
 28 5 28 5 28 5 28 5 28 5 28 35 28 5 28 5 28 30 28 5 28 5 28 5 28 30 28 5 28 5 28 13 28 13 28 13 28 5 28 5 28 5 28 13 28 5 28 5 28 5 28 5 28 5 28 5 28 5 28 13 28 36 28 3 28 3 28 3 28 8 28 3 28 3 28 3 28 3 28 30 28 45 28 45 28 9 28 9 28 8 28 9 28 9
 38 39 38 12 38 0 38 4 38 23 38 23 38 4 38 39 38 32 38 0 38 22 38 2 38 2 38 12 38 23 38 2 38 12 38 0 38 32 38 32 38 4 38 4 38 0 38 23 38 23 38 22 38 22 38 22 38 23 38 23 38 32 38 32 38 23 38 4 38 32 38 23 38 23 38 32 38 32 38 41 38 4 38 36 38 36 38 36 38 32 38 32 38 32 38 32 38 32 38 32
 47 6 47 6 47 6 47 24 47 24 47 24 47 45 47 24 47 21 47 21 47 45 47 24 47 45 47 24 47 45 47 24 47 33 47 17 47 17 47 49 47 49 47 33 47 17 47 16 47 10 47 43 47 16 47 33 47 43 47 11 47 33 47 24 47 11 47 43 47 43 47 24 47 11 47 11 47 43 47 43 47 11 47 43 47 11 47 43 47 11 47 43 47 10 47 11 47 11 47 43
 24 47 24 10 24 47 24 33 24 47 24 10 24 10 24 47 24 47 24 14 24 44 24 44 24 44 24 44 24 14 24 44 24 6 24 6 24 35 24 35 24 14 24 14 24 44 24 35 24 47 24 47 24 47 24 43 24 43 24 43 24 43 24 35 24 35 24 35 24 14 24 35 24 35 24 35 24 35 24 6 24 20 24 6 24 6 24 16 24 35 24 11 24 47 24 16
 43 40 43 40 43 40 43 40 43 8 43 40 43 11 43 8 43 40 43 8 43 21 43 21 43 33 43 21 43 11 43 17 43 11 43 17 43 11 43 33 43 33 43 11 43 47 43 21 43 47 43 11 43 11 43 47 43 24 43 24 43 10 43 10 43 33 43 47 43 10 43 47 43 47 43 10 43 11 43 11 43 35 43 47 43 35 43 11 43 47 43 47 43 47 43 11 43 11 43 47
 25 13 25 36 25 36 25 35 25 36 25 36 25 36 25 36 25 36 25 36 25 36 25 36 25 6 25 5 25 6 25 6 25 5 25 5 25 5 25 18 25 18 25 5 25 6 25 36 25 6 25 6 25 6 25 36 25 27 25 27 25 36 25 36 25 27 25 14 25 14 25 14 25 6 25 14
 12 7 12 38 12 32 12 7 12 7 12 38 12 0 12 32 12 39 12 0 12 22 12 22 12 38 12 0 12 32 12 18 12 18 12 22 12 0 12 0 12 32 12 22 12 0 12 36 12 7 12 18 12 36 12 22 12 22 12 13 12 0 12 36 12 36 12 36 12 32 12 13 12 4 12 5 12 19 12 13 12 13 12 5 12 19 12 4 12 13 12 19 12 5 12 19 12 4 12 0
 37 23 37 30 37 23 37 23 37 23 37 23 37 23 37 9 37 23 37 9 37 3 37 3 37 3 37 3 37 3 37 30 37 9 37 30 37 3 37 9 37 9 37 9 37 9 37 40 37 30 37 15 37 30 37 30 37 3 37 3 37 3 37 45 37 30 37 45 37 45 37 26 37 45 37 45 37 45 37 45 37 26 37 23 37 15 37 15 37 15 37 45 37 15 37 45 37 15 37 3
 46 31 46 27 46 27 46 1 46 1 46 42 46 29 46 42 46 42 46 27 46 31 46 20 46 42 46 42 46 1 46 20 46 27 46 1 46 20 46 42 46 1 46 1 46 14 46 1 46 31 46 42 46 34 46 27 46 27 46 34 46 42 46 31 46 1 46 34 46 1 46 31 46 31 46 1 46 42 46 20 46 20 46 31 46 31 46 6 46 20 46 20 46 42 46 20 46 44 46 42
 42 27 42 14 42 14 42 34 42 19 42 46 42 14 42 31 42 46 42 46 42 14 42 31 42 14 42 46 42 46 42 1 42 19 42 31 42 46 42 46 42 14 42 31 42 14 42 34 42 31 42 44 42 31 42 31 42 46 42 46 42 46 42 7 42 34 42 44 42 34 42 46 42 46 42 44 42 44 42 46 42 44 42 20 42 31 42 6 42 27 42 27 42 20 42 20 42 20 42 46
 17 45 17 49 17 26 17 49 17 49 17 26 17 45 17 16 17 26 17 49 17 16 17 16 17 16 17 21 17 47 17 45 17 43 17 26 17 49 17 33 17 33 17 47 17 49 17 45 17 45 17 26 17 49 17 45 17 26 17 26 17 49 17 16 17 16 17 26 17 16 17 16 17 26 17 26 17 37 17 37 17 49 17 16 17 26 17 49 17 33 17 33 17 49 17 49 17 35
 29 1 29 41 29 31 29 46 29 31 29 46 29 19 29 31 29 41 29 41 29 39 29 41 29 41 29 39 29 22 29 39 29 39 29 39 29 41 29 39 29 39 29 39 29 39 29 39 29 39 29 39 29 39 29 19 29 21 29 21 29 48 29 48 29 48 29 21 29 34 29 34 29 48 29 48 29 1 29 34 29 49 29 48 29 21 29 21 29 21 29 34 29 1 29 34
 9 2 9 2 9 15 9 23 9 23 9 37 9 2 9 2 9 2 9 2 9 2 9 23 9 2 9 23 9 37 9 37 9 2 9 37 9 30 9 37 9 40 9 23 9 37 9 40 9 23 9 40 9 40 9 30 9 40 9 40 9 40 9 8 9 8 9 30 9 30 9 30 9 30 9 40 9 40 9 40 9 3 9 45 9 45 9 30 9 30 9 30 9 40 9 37 9 23 9 45
 27 46 27 20 27 31 27 31 27 44 27 44 27 14 27 1 27 1 27 20 27 1 27 44 27 44 27 20 27 1 27 46 27 20 27 46 27 6 27 6 27 1 27 46 27 1 27 6 27 20 27 1 27 1 27 46 27 20 27 20 27 6 27 20 27 20 27 31 27 31 27 1 27 31 27 20 27 31 27 46 27 31 27 14 27 14 27 20 27 20 27 14 27 14 27 46 27 44 27 6
 8 33 8 40 8 24 8 33 8 40 8 40 8 43 8 33 8 40 8 10 8 3 8 3 8 40 8 48 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 40 8 3 8 3 8 28 8 28 8 30 8 30 8 9 8 9 8 9 8 28 8 30 8 9 8 28 8 30 8 30 8 28 8 28 8 45
 21 10 21 16 21 10 21 33 21 11 21 8 21 10 21 16 21 8 21 43 21 10 21 16 21 11 21 10 21 33 21 10 21 48 21 48 21 33 21 48 21 11 21 48 21 43 21 43 21 48 21 33 21 48 21 29 21 29 21 48 21 29 21 29 21 29 21 48 21 49 21 49 21 33 21 48 21 48 21 2 21 48 21 29 21 48 21 39 21 48 21 48 21 48 21 48 21 39 21 39
 20 31 20 14 20 31 20 27 20 27 20 14 20 14 20 27 20 1 20 46 20 1 20 1 20 46 20 44 20 46 20 27 20 44 20 27 20 6 20 27 20 27 20 14 20 27 20 44 20 6 20 42 20 14 20 14 20 44 20 27 20 44 20 1 20 14 20 6 20 14 20 31 20 27 20 46 20 6 20 27 20 42 20 44 20 44 20 27 20 27 20 6 20 6 20 27 20 46 20 27
 41 19 41 7 41 0 41 0 41 12 41 22 41 0 41 38 41 22 41 38 41 38 41 39 41 23 41 0 41 38 41 29 41 2 41 12 41 7 41 34 41 7 41 22 41 0 41 0 41 29 41 0 41 22 41 39 41 0 41 0 41 4 41 4 41 4 41 4 41 32 41 22 41 32 41 32 41 36 41 4 41 32 41 4 41 22 41 22 41 22 41 7 41 7 41 12 41 7 41 22
 35 6 35 6 35 6 35 28 35 6 35 6 35 6 35 6 35 6 35 6 35 6 35 6 35 6 35 6 35 24 35 24 35 24 35 6 35 24 35 44 35 24 35 24 35 44 35 14 35 14 35 15 35 15 35 24 35 24 35 15 35 24 35 15 35 24 35 16 35 15 35 43 35 24 35 24 35 16 35 16 35 33 35 16 35 17 35 33
 13 4 13 36 13 36 13 4 13 4 13 36 13 36 13 36 13 36 13 36 13 36 13 5 13 5 13 5 13 5 13 18 13 5 13 28 13 28 13 28 13 36 13 36 13 18 13 36 13 18 13 7 13 22 13 4 13 0 13 18 13 36 13 36 13 36 13 36 13 18 13 32 13 12 13 12 13 36 13 18 13 41 13 18 13 36 13 4 13 18 13 18 13 18 13 4 13 4 13 19
 19 38 19 29 19 39 19 46 19 14 19 42 19 46 19 34 19 46 19 1 19 39 19 31 19 7 19 31 19 42 19 34 19 7 19 7 19 12 19 7 19 34 19 7 19 34 19 34 19 7 19 34 19 34 19 0 19 7 19 7 19 0 19 34 19 41 19 41 19 7 19 0 19 41 19 5 19 0 19 7 19 0 19 0 19 7 19 18 19 0 19 5 19 12 19 18 19 13 19 13
 14 31 14 20 14 42 14 31 14 1 14 1 14 46 14 44 14 42 14 42 14 42 14 24 14 44 14 44 14 44 14 44 14 44 14 44 14 44 14 1 14 24 14 42 14 46 14 46 14 20 14 42 14 1 14 44 14 24 14 44 14 44 14 27 14 6 14 6 14 20 14 6 14 44 14 35 14 6 14 20 14 27 14 31 14 20 14 6 14 31 14 42 14 25 14 20 14 25 14 25
 6 35 6 47 6 35 6 44 6 44 6 27 6 27 6 35 6 35 6 35 6 35 6 44 6 27 6 27 6 27 6 24 6 20 6 25 6 25 6 35 6 27 6 20 6 25 6 44 6 14 6 20 6 14 6 27 6 20 6 14 6 14 6 27 6 25 6 14 6 14 6 14 6 44 6 44 6 27 6 20 6 27 6 20 6 44 6 27 6 31 6 27 6 25 6 25 6 14 6 14
 48 40 48 33 48 40 48 11 48 43 48 40 48 8 48 8 48 40 48 33 48 40 48 11 48 8 48 8 48 3 48 40 48 40 48 43 48 40 48 21 48 39 48 39 48 21 48 21 48 21 48 21 48 21 48 21 48 21 48 21 48 21 48 21 48 2 48 39 48 39 48 29 48 21 48 39 48 39 48 21 48 39 48 21 48 29 48 39 48 29 48 21 48 39 48 21 48 39 48 39
 26 17 26 17 26 17 26 45 26 17 26 49 26 45 26 17 26 17 26 17 26 15 26 15 26 17 26 17 26 49 26 49 26 45 26 45 26 17 26 17 26 45 26 15 26 15 26 45 26 45 26 45 26 15 26 15 26 3 26 15 26 15 26 17 26 15 26 17 26 15 26 45 26 15 26 37 26 45 26 37 26 17 26 15 26 17 26 37 26 37 26 15 26 17 26 3 26 23 26 35
 31 1 31 20 31 20 31 46 31 14 31 46 31 42 31 29 31 42 31 34 31 19 31 34 31 34 31 1 31 34 31 34 31 42 31 42 31 34 31 46 31 46 31 46 31 34 31 1 31 1 31 27 31 42 31 42 31 27 31 27 31 1 31 46 31 27 31 27 31 27 31 20 31 44 31 42 31 20 31 27 31 46 31 20 31 6 31 14 31 27 31 6 31 14 31 20 31 27 31 20
 5 28 5 28 5 28 5 28 5 28 5 30 5 28 5 28 5 28 5 28 5 28 5 28 5 28 5 28 5 13 5 13 5 28 5 28 5 36 5 28 5 36 5 28 5 36 5 18 5 18 5 36 5 18 5 28 5 18 5 25 5 18 5 28 5 28 5 18 5 12 5 13 5 13 5 12 5 18 5 0 5 19 5 18 5 18 5 12 5 19 5 7 5 19 5 0 5 18 5 13
 30 37 30 37 30 28 30 37 30 37 30 37 30 28 30 37 30 37 30 37 30 15 30 15 30 45 30 37 30 9 30 3 30 9 30 37 30 3 30 37 30 8 30 3 30 40 30 40 30 40 30 40 30 37 30 40 30 9 30 37 30 45 30 45 30 9 30 3 30 8 30 9 30 8 30 9 30 8 30 28 30 9 30 45 30 9 30 28 30 45 30 37
 33 48 33 8 33 10 33 43 33 43 33 8 33 21 33 24 33 10 33 21 33 40 33 21 33 43 33 11 33 10 33 11 33 16 33 11 33 11 33 21 33 49 33 43 33 16 33 47 33 43 33 47 33 43 33 16 33 16 33 24 33 24 33 11 33 43 33 11 33 49 33 21 33 21 33 48 33 2 33 2 33 49 33 49 33 49 33 49 33 16 33 17 33 35 33 17 33 35 33 17
 40 48 40 43 40 33 40 43 40 48 40 8 40 48 40 10 40 8 40 48 40 8 40 3 40 3 40 43 40 8 40 48 40 48 40 48 40 9 40 3 40 8 40 3 40 8 40 3 40 2 40 9 40 30 40 9 40 30 40 30 40 30 40 2 40 2 40 2 40 9 40 9 40 23 40 9 40 9 40 9 40 23 40 23 40 23 40 23 40 23 40 23 40 23 40 9 40 23
 44 27 44 14 44 6 44 20 44 20 44 20 44 14 44 14 44 14 44 46 44 20 44 24 44 42 44 6 44 14 44 42 44 6 44 6 44 6 44 14 44 46 44 27 44 14 44 20 44 24 44 14 44 42 44 42 44 24 44 20 44 24 44 43 44 43 44 43 44 6 44 42 44 6 44 42 44 42 44 31 44 6 44 46 44 20 44 42 44 46 44 46 44 1 44 27 44 42 44 42
 1 29 1 19 1 46 1 19 1 27 1 31 1 46 1 20 1 31 1 27 1 44 1 46 1 46 1 46 1 42 1 31 1 27 1 46 1 46 1 46 1 31 1 46 1 14 1 46 1 14 1 46 1 20 1 20 1 46 1 31 1 27 1 20 1 46 1 20 1 27 1 46 1 34 1 34 1 29 1 31 1 29 1 34 1 46 1 46 1 34 1 44 1 44 1 20 1 29 1 29
 34 42 34 42 34 42 34 42 34 7 34 18 34 18 34 7 34 7 34 19 34 31 34 46 34 19 34 42 34 31 34 19 34 31 34 31 34 19 34 31 34 19 34 19 34 19 34 19 34 42 34 46 34 7 34 46 34 19 34 42 34 19 34 46 34 42 34 19 34 0 34 1 34 29 34 29 34 46 34 1 34 1 34 1 34 1 34 1 34 29 34 29 34 1 34 1 34 29
